name,city,review_count,hours,neighborhood,categories,latitude,stars,attributes,longitude,address,postal_code,state,is_open,business_id,type
JB's Restaurant,Phoenix,24,"['Monday 6:0-22:0', 'Tuesday 6:0-22:0', 'Wednesday 6:0-22:0', 'Thursday 6:0-22:0', 'Friday 6:0-22:0', 'Saturday 6:0-22:0', 'Sunday 9:0-22:0']",,"['American (Traditional)', 'Restaurants']",33.5527667,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}""]",-112.1359694,3567 W Northern Ave,85051,AZ,1,hEcn9k6ONd5n2mq0lB2aew,business
Firangi,Brampton,7,"['Monday 11:30-15:0', 'Monday 17:0-23:0', 'Tuesday 11:30-15:0', 'Tuesday 17:0-23:0', 'Wednesday 11:30-15:0', 'Wednesday 17:0-23:0', 'Thursday 11:30-15:0', 'Thursday 17:0-23:0', 'Friday 11:30-15:0', 'Friday 17:0-23:0', 'Saturday 11:30-15:0', 'Saturday 17:0-23:0', 'Sunday 11:30-15:0', 'Sunday 17:0-23:0']",,"['Indian', 'Restaurants']",43.7426127,4.0,"['GoodForKids: True', 'RestaurantsDelivery: False', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'Alcohol: full_bar', 'BikeParking: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 3']",-79.6987649,2880 Queen Street E,L6S,ON,1,diXqpz9WOr4WLQq6uvARkg,business
Ichiban Sushi,Toronto,9,,Harbourfront,"['Restaurants', 'Japanese', 'Sushi Bars']",43.6396011,3.5,"['Alcohol: beer_and_wine', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-79.3828902,250 Queens Quay W,M5J,ON,0,6pSUvtk5-OOaJfX0hbkb8Q,business
Eat'n Park Restaurant,Cleveland,17,"['Monday 7:0-22:0', 'Tuesday 7:0-22:0', 'Wednesday 7:0-22:0', 'Thursday 7:0-22:0', 'Friday 7:0-22:0', 'Saturday 7:0-22:0', 'Sunday 7:0-22:0']",,"['Breakfast & Brunch', 'Restaurants']",41.4051928,2.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-81.6930424,2075 Snow Rd,44134,OH,1,se2a2QaJi8Yx_KjE1r-_sQ,business
Dalisay Filipino Food,Thornhill,5,,,"['Filipino', 'Restaurants']",43.7922629,2.0,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', 'OutdoorSeating: False', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 3', 'RestaurantsReservations: True', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.4473231,800 Steeles Ave W,L4J 7L2,ON,1,el3HILPUZ3gxN20wcTJr3A,business
Taste of India,Las Vegas,33,,Southeast,"['Restaurants', 'Vegetarian', 'Indian']",36.099142,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]",-115.136192,"4972 S Maryland Pkwy, Ste 22",89119,NV,1,hMh9XOwNQcu31NAOCqhAEw,business
Artisanal Foods Cafe,Las Vegas,35,"['Wednesday 10:0-14:0', 'Thursday 10:0-14:0', 'Friday 10:0-14:0', 'Saturday 10:0-14:0', 'Sunday 10:0-14:0']",Southeast,"['American (New)', 'Cafes', 'Restaurants']",36.0658388,4.5,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-115.1239441,2053 Pama Ln,89119,NV,0,pmJqSsCfgbo3TxPWpQNLIw,business
Bojangles,Fort Mill,7,,,"['Restaurants', 'Fast Food']",34.9543037443,1.5,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', 'DriveThru: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-80.8513490669,8327 Collins Rd,29707,SC,1,Pqkc04NdJQQeNrxQG-F9kA,business
Broken Yolk Cafe,Mesa,137,"['Monday 6:0-14:0', 'Tuesday 6:0-14:0', 'Wednesday 6:0-14:0', 'Thursday 6:0-14:0', 'Friday 6:0-14:0', 'Saturday 6:0-15:0', 'Sunday 6:0-15:0']",,"['Food', 'Restaurants', 'Breakfast & Brunch', 'Coffee & Tea']",33.3939166,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-111.7872721,2034 E Southern Ave,85204,AZ,1,J3H6VSIgUTlACkb_HPFA8w,business
Cien Agaves Tacos & Tequila,Scottsdale,480,"['Monday 11:0-23:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']",,"['Mexican', 'Restaurants']",33.4943986,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB: False', 'BYOBCorkage: no', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-111.9253409,7228 E 1st Ave,85251,AZ,1,Ja4stXdNYr39u5CZHMNtjw,business
Bada Boom Pasta Room,Scottsdale,23,"['Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-21:0']",,"['Pizza', 'Italian', 'Restaurants']",33.4957243,3.0,"['Alcohol: full_bar', 'BYOB: False', 'BYOBCorkage: no', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-111.9287734,4151 N Marshall Way,85251,AZ,0,st_pnALlGB6OCWkb4e14mg,business
Coco's Family Restaurant,Scottsdale,13,,,"['American (Traditional)', 'Bakeries', 'Food', 'Restaurants']",33.5047782,2.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-111.9261807,4700 N Scottsdale Rd,85251,AZ,0,6TKJDgTrUoD3zu77A4JHnQ,business
Yours Truly Restaurants,Hudson,52,"['Monday 6:30-22:0', 'Tuesday 6:30-22:0', 'Wednesday 6:30-22:0', 'Thursday 6:30-22:0', 'Friday 6:30-23:0', 'Saturday 6:30-23:0', 'Sunday 7:30-22:0']",,"['Restaurants', 'Breakfast & Brunch', 'Burgers', 'Sandwiches']",41.2387348,3.5,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-81.4405261,36 S Main St,44236,OH,1,TegeuAoYBVgQRUBiDLU7Mw,business
Feinkost Galeria,Ludwigsburg,4,"['Monday 9:30-18:30', 'Tuesday 9:30-18:30', 'Wednesday 9:0-15:0', 'Thursday 9:30-18:30', 'Friday 9:30-18:30', 'Saturday 8:30-14:30']",,"['Restaurants', 'Fruits & Veggies', 'Specialty Food', 'Delicatessen', 'Food', 'Cafes', 'Coffee & Tea']",48.8983029,5.0,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""DietaryRestrictions: {'dairy-free': False, 'gluten-free': False, 'vegan': False, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': False}"", 'RestaurantsPriceRange2: 3', 'WheelchairAccessible: True']",9.1889038,Körnerstr. 19,71634,BW,1,7caQImCyJKGHwSlsDNZHhA,business
Dina's Pizza & Pub,Cleveland,77,"['Monday 11:0-2:30', 'Tuesday 11:0-2:30', 'Wednesday 11:0-2:30', 'Thursday 11:0-2:30', 'Friday 11:0-2:30', 'Saturday 11:0-2:30', 'Sunday 11:0-2:30']",Old Brooklyn,"['Sports Bars', 'Nightlife', 'Bars', 'Pizza', 'Restaurants', 'Burgers']",41.4395717,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'CoatCheck: False', 'DriveThru: True', 'GoodForDancing: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour: True', 'HasTV: True', ""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}"", 'NoiseLevel: loud', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'Smoking: outdoor', 'WheelchairAccessible: True', 'WiFi: free', 'BikeParking: False']",-81.726279,5701 Memphis Ave,44144,OH,1,ZUvAR3I1uhC27zQFcRXumw,business
The Salted Lime,North Las Vegas,105,,,"['Restaurants', 'Mexican', 'American (Traditional)']",36.2919853,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-115.1806678,7300 Aliante Pkwy,89084,NV,1,V94gk_Vx0Ot623UGHG6PrA,business
Bailey's Sports Bar & Eatery,Las Vegas,9,,Northwest,"['Nightlife', 'Bars', 'Restaurants', 'Thai', 'Sports Bars']",36.2384622,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck: False', 'GoodForDancing: True', 'HappyHour: True', 'HasTV: True', ""Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': True}"", 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1']",-115.2319504,4341 N Rancho Dr,89130,NV,0,kUUBBLBHCasOl2a5nW9nAw,business
Wingstop,Las Vegas,41,"['Monday 10:30-0:0', 'Tuesday 10:30-0:0', 'Wednesday 10:30-0:0', 'Thursday 10:30-0:0', 'Friday 10:30-0:0', 'Saturday 0:0-2:0', 'Saturday 10:30-0:0', 'Sunday 0:0-2:0', 'Sunday 10:30-0:0']",Northwest,"['Chicken Wings', 'Fast Food', 'Restaurants']",36.2497194319,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', 'Caters: True', 'GoodForKids: True', 'HasTV: True', 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]",-115.244528251,4949 N Rancho Dr,89130,NV,1,A2pZTpFXWC38z506XIhnBQ,business
Kokoya,Toronto,41,"['Monday 17:0-2:0', 'Tuesday 17:0-2:0', 'Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 17:0-2:0']",Willowdale,"['Korean', 'Restaurants']",43.7782228,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no']",-79.414869,5515 Yonge St,M2N 5S3,ON,1,mRv3Z25F56qduMKnvnCkVA,business
Covered Wagon,Hawthorne,3,,,"['Restaurants', 'American (Traditional)']",46.504003,5.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-91.834086,9049 E Co Rd B,54842,WI,1,NmiX_7talK5QTgMKvHPUaQ,business
Torteria Lupita,Montréal,5,"['Tuesday 12:0-20:0', 'Wednesday 12:0-20:0', 'Thursday 12:0-20:0', 'Friday 12:0-20:0', 'Saturday 10:0-17:0']",Sud-Ouest,"['Sandwiches', 'Restaurants', 'Mexican', 'Breakfast & Brunch']",45.4736323,3.5,"['GoodForKids: True', 'RestaurantsTakeOut: True']",-73.5881347,4601 Rue Notre-Dame O,H4C 1S5,QC,1,Ir_QIzs-4o9ElOtiGuxJrw,business
Yummy Bar-B-Q,Toronto,5,,,"['Restaurants', 'Korean']",43.6651059,3.5,"['Alcohol: beer_and_wine', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True']",-79.4107443,561 Bloor Street W,M5S 1Y6,ON,0,ODwqVEORhb9YAgo3MP0PXw,business
McDonald's,Mississauga,3,,,"['Fast Food', 'Restaurants', 'Burgers']",43.614245,1.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DriveThru: True', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}""]",-79.6613085,44 Bristol Road E,L4Z 3K8,ON,1,1xBI6EhPAwtZHQhzAAEAxQ,business
El Paso Bar-B-Que Company,Surprise,3,,,['Restaurants'],33.6383422,3.0,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTableService: True', 'WheelchairAccessible: True']",-112.3579458,13823 W Bell Road,85374,AZ,0,LHueU8OxZ6ObtISJ18niEw,business
Helbachs Coffee House,Madison,46,"['Monday 7:0-17:0', 'Tuesday 7:0-17:0', 'Wednesday 7:0-17:0', 'Thursday 7:0-17:0', 'Friday 7:0-17:0', 'Saturday 8:0-16:0', 'Sunday 9:0-14:0']",,"['Juice Bars & Smoothies', 'Breakfast & Brunch', 'Salad', 'Restaurants', 'Coffee & Tea', 'Food', 'Sandwiches']",43.0596333,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",-89.5135245,410 Donofrio Dr,53719,WI,1,QfWFxmXqRGixztgaZN0gOA,business
O'Charley's Restaurant & Bar,Charlotte,41,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 10:0-22:0']",University City,"['Restaurants', 'Breakfast & Brunch', 'American (Traditional)', 'Burgers']",35.295757,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', 'DriveThru: False']",-80.741677,8420 University City Blvd,28213,NC,1,h7uxML49NQ_Wj-7zk0DSqg,business
